"A.occurrences","B.occurrences","A.coverage","B.coverage"
3,0,75,78
43,33,79,69
1,0,85,78
34,31,76,70
0,1,80,90
0,2,89,85
1,0,76,98
1,0,82,76
1,0,87,87
2,0,78,86
1,0,95,100
11,42,86,84
4,4,73,87
1,0,78,92
0,7,77,70
0,1,91,102
1,0,78,70
0,4,105,99
5,0,84,81
1,0,84,83
1,0,83,75
0,2,99,65
43,28,96,73
1,0,91,89
47,41,101,74
1,0,82,74
0,20,89,98
1,0,103,77
1,0,89,87
0,2,88,84
0,1,73,81
1,0,86,86
0,6,79,79
2,3,64,85
37,62,83,112
1,0,97,82
0,1,87,75
1,0,89,92
1,0,81,78
6,0,108,79
40,43,85,86
1,0,89,84
4,0,84,88
56,29,92,77
3,0,70,99
2,0,94,89
1,0,74,98
13,2,88,84
1,0,94,85
0,2,71,91
1,0,83,79
4,0,74,91
0,1,87,85
1,0,84,86
1,2,91,101
0,2,94,74
50,46,100,86
1,0,60,90
0,1,59,74
1,0,89,79
1,0,83,90
0,1,82,78
0,1,81,89
0,1,105,84
0,2,81,72
17,45,84,96
0,31,79,93
0,2,85,84
1,0,98,77
0,9,85,95
0,4,93,81
38,43,85,80
2,0,80,84
1,0,75,79
1,0,88,97
43,48,79,82
0,11,93,84
0,1,95,73
1,0,89,67
0,15,85,86
1,0,97,94
1,0,82,79
0,22,68,95
0,2,82,94
6,0,72,84
0,7,84,86
2,0,81,86
40,36,84,72
1,0,71,91
1,0,91,78
6,0,82,72
3,0,101,73
0,2,82,77
0,1,89,87
0,8,91,85
3,0,98,73
40,42,70,83
32,44,75,73
2,0,79,84
55,46,98,86
2,0,85,79
1,0,83,84
0,2,73,77
4,0,97,83
1,0,105,84
1,0,84,91
1,0,72,87
3,0,77,85
0,2,83,69
1,0,68,82
0,1,94,84
5,0,72,81
1,0,86,83
7,16,81,80
0,1,102,93
0,10,79,71
5,0,91,86
1,0,97,84
0,1,95,92
4,0,90,95
42,34,91,70
1,0,74,85
11,0,79,63
1,0,67,89
2,0,88,77
1,0,79,74
4,28,91,77
0,1,82,95
0,1,95,83
6,0,81,86
0,1,84,77
0,1,76,86
1,0,73,84
2,0,80,92
0,1,67,111
36,42,76,79
0,1,82,80
1,0,79,85
1,0,85,96
1,0,64,78
2,0,81,78
2,0,73,75
7,0,79,75
4,0,81,87
32,39,68,88
0,19,82,77
0,2,100,71
0,3,84,85
0,1,73,94
0,1,70,83
41,39,79,82
5,2,80,89
1,0,83,82
0,1,67,81
0,1,93,94
4,0,73,83
3,33,103,88
2,0,111,71
0,2,82,88
0,1,81,84
0,20,72,87
2,0,92,85
0,1,76,79
2,0,81,77
1,0,78,84
3,0,84,88
3,0,103,77
0,2,85,90
0,6,81,68
1,0,98,79
0,1,97,88
5,0,84,88
5,0,88,61
1,0,89,80
2,0,91,70
1,0,96,98
1,0,89,91
36,44,75,94
0,1,88,86
5,0,79,79
0,28,64,79
0,1,90,64
0,6,86,82
1,0,87,87
0,2,86,103
0,1,100,87
1,0,82,83
0,1,90,94
4,0,89,70
0,3,80,84
3,0,88,64
1,0,77,86
41,54,88,92
0,2,84,77
1,0,91,95
2,0,91,70
2,0,92,78
1,0,92,90
1,0,101,83
1,0,91,93
1,0,70,84
3,12,87,84
2,0,85,88
1,0,95,82
0,1,70,84
1,0,80,79
1,0,80,80
25,3,77,81
0,1,79,84
3,3,81,98
0,2,77,85
1,0,83,87
1,0,82,79
0,1,83,89
0,4,77,88
1,0,97,85
0,1,77,71
1,0,81,66
0,1,89,75
0,1,73,84
1,0,86,78
0,4,77,88
3,0,96,70
0,1,59,81
1,0,86,64
0,1,81,95
0,1,73,68
0,1,105,69
3,0,82,86
2,0,83,82
1,0,104,72
4,0,103,79
1,0,73,81
0,1,81,71
0,2,74,83
2,0,81,76
2,0,77,92
0,1,80,92
1,0,70,82
7,0,84,71
9,0,96,89
1,0,76,88
0,1,78,86
1,0,76,69
2,0,80,86
40,35,79,90
1,0,104,87
0,1,75,78
1,0,87,94
1,0,92,82
0,4,83,96
21,38,75,74
35,50,75,91
0,2,84,82
1,0,66,83
2,0,76,87
4,0,91,82
2,0,78,81
49,45,84,81
0,1,67,79
1,0,80,68
0,2,87,72
0,1,86,66
1,0,88,88
1,0,91,76
1,0,79,65
0,13,81,84
7,0,94,85
5,0,61,75
34,45,69,89
2,0,90,80
6,0,89,96
1,0,86,87
1,0,87,75
1,0,81,91
0,3,87,97
12,38,77,89
0,17,80,84
0,1,83,84
0,10,83,89
1,0,75,81
15,3,89,102
1,0,81,83
10,41,64,80
13,35,81,77
1,0,60,78
0,1,85,78
2,0,77,84
45,36,83,81
2,0,73,99
2,0,93,80
0,19,79,80
45,38,82,72
0,24,74,83
2,0,88,82
40,35,83,73
6,0,95,86
1,0,78,76
1,0,77,91
9,0,97,87
1,0,84,90
0,1,103,83
1,0,85,69
0,3,85,65
0,2,86,85
2,0,90,93
1,0,77,74
5,0,68,77
1,0,77,82
1,0,89,102
44,45,85,84
1,0,69,91
46,49,79,95
2,0,70,89
0,1,78,62
26,6,97,86
0,1,81,100
0,1,81,73
3,0,76,83
1,0,73,96
0,1,78,82
0,1,109,102
0,1,73,78
29,49,78,83
39,55,79,103
0,5,87,78
0,1,88,89
2,0,79,79
5,0,75,89
0,1,85,82
0,2,83,89
0,11,67,90
1,0,109,87
1,0,86,72
1,0,89,82
3,0,81,86
0,1,87,82
44,46,85,81
9,44,76,85
2,0,68,93
0,20,103,83
1,0,85,96
0,2,90,85
0,1,84,71
1,0,90,92
43,42,87,84
1,0,93,74
1,0,69,88
0,1,71,99
1,0,77,71
12,29,92,71
1,0,96,90
2,0,81,91
1,0,84,90
0,2,85,89
1,0,94,82
1,0,103,83
0,2,82,81
3,25,78,84
1,0,82,81
1,0,77,71
1,0,91,70
3,0,75,73
1,0,73,72
0,2,75,90
0,2,79,75
0,3,98,99
0,1,87,87
0,1,83,76
3,0,92,82
3,0,97,80
0,6,85,77
2,0,75,98
2,0,82,77
2,0,72,94
1,0,101,94
42,48,75,81
0,2,74,84
1,0,81,101
0,1,76,102
0,1,69,82
1,0,95,82
1,0,89,74
1,0,67,70
44,36,86,77
1,0,68,78
0,1,93,87
0,1,85,90
1,0,73,82
3,0,94,82
0,1,92,80
0,5,88,84
0,1,84,98
52,33,105,82
0,6,83,69
0,5,52,84
38,32,76,69
0,1,85,67
1,0,85,80
1,0,71,69
0,21,94,72
4,0,87,100
2,0,84,85
1,0,79,67
2,0,81,86
1,0,89,84
37,42,74,84
2,0,87,70
46,38,76,68
3,0,86,78
0,6,91,91
1,0,81,81
0,12,90,79
23,4,78,82
36,48,86,77
1,0,78,79
0,3,90,80
7,0,72,69
2,0,80,70
43,32,85,76
1,0,75,80
39,35,77,93
7,0,82,83
1,0,89,79
1,0,82,80
2,0,97,83
12,47,81,92
1,0,90,66
1,0,75,106
0,1,94,73
0,8,95,91
7,24,82,84
39,46,78,67
2,0,80,73
55,38,85,75
1,0,85,79
2,0,72,70
1,0,84,93
44,41,78,95
1,0,92,76
1,0,81,103
0,1,94,80
0,14,88,75
0,6,77,91
0,1,83,89
3,0,78,84
6,0,86,80
3,0,69,87
13,49,82,91
0,2,75,62
2,0,82,93
18,2,58,80
1,0,69,75
1,0,94,78
1,0,85,88
1,0,84,84
8,0,81,81
0,13,79,79
0,2,94,82
0,1,66,72
52,37,105,80
0,1,84,88
0,2,91,84
1,0,93,75
4,0,84,73
0,1,67,75
1,0,86,74
0,1,82,63
0,1,78,73
0,1,83,75
38,37,71,79
0,1,84,78
0,1,81,88
0,1,71,90
3,0,90,96
0,1,68,87
1,0,76,75
1,0,79,86
4,0,75,76
2,0,68,69
1,0,97,91
0,24,78,79
2,3,78,75
0,2,76,77
0,1,62,89
1,0,86,70
33,44,79,86
44,44,91,88
1,2,75,93
1,1,81,71
1,0,86,79
1,0,81,80
1,0,96,69
1,0,75,78
2,0,84,79
2,0,72,89
48,34,103,84
0,1,88,68
1,0,84,83
1,0,101,82
42,29,83,69
38,57,85,115
4,0,94,105
0,1,68,70
2,0,84,86
1,0,92,80
0,4,91,72
0,1,94,92
1,0,92,84
2,0,83,91
0,25,76,87
4,0,88,91
1,0,80,78
1,0,79,91
0,1,72,88
0,1,83,74
2,0,92,77
4,0,80,91
5,0,79,92
1,0,91,80
2,0,65,96
43,37,82,75
0,2,78,61
1,0,78,62
0,2,82,81
44,36,81,73
1,0,82,87
5,0,76,103
1,0,82,82
1,0,92,85
1,0,70,66
40,35,81,79
0,3,88,71
32,36,69,85
2,0,95,73
33,35,75,76
2,0,81,75
1,0,101,86
0,9,87,83
1,0,82,93
0,1,65,75
2,0,83,84
1,0,99,91
1,0,81,79
5,0,63,56
0,3,76,94
45,31,89,70
0,1,94,86
0,1,67,95
0,1,92,107
7,29,80,71
1,0,88,82
2,0,82,82
1,0,83,86
0,1,85,94
0,1,90,64
1,0,69,79
0,1,72,76
2,0,85,68
1,0,70,97
1,0,80,89
2,0,73,83
0,9,77,80
56,31,86,80
45,29,88,73
0,1,68,74
1,0,76,81
45,48,89,92
0,1,69,89
1,0,77,71
1,0,75,71
3,0,86,95
2,0,89,81
0,2,78,79
20,3,79,86
2,0,102,74
1,0,84,77
4,0,86,77
0,1,91,64
1,0,70,74
1,0,77,78
1,0,86,69
0,1,91,94
1,0,82,85
0,16,81,97
0,1,84,76
1,0,86,85
0,1,65,86
0,4,74,78
2,0,75,84
1,0,79,87
2,0,78,91
2,0,93,72
41,53,80,102
1,0,81,62
1,0,86,64
11,4,65,104
2,0,88,84
1,0,82,82
3,0,84,63
2,0,71,105
2,0,93,91
12,11,96,85
1,0,87,74
1,0,81,73
1,0,77,78
1,0,81,100
0,2,86,71
1,0,81,101
0,1,92,80
0,1,78,75
10,39,74,78
40,45,82,85
3,0,81,87
1,0,84,63
1,0,89,87
0,4,92,76
13,31,78,78
1,0,86,85
1,0,96,74
0,1,71,91
0,2,83,86
3,0,74,104
24,37,69,72
34,39,68,78
0,26,87,90
0,1,77,76
0,18,75,85
0,1,89,81
1,0,90,88
0,5,87,77
0,3,75,78
8,40,87,73
0,19,88,81
0,1,77,88
48,41,86,78
2,0,87,80
1,0,84,78
1,0,82,73
1,0,81,82
1,0,72,91
3,0,87,79
0,1,90,74
1,0,93,74
1,0,84,82
1,0,81,90
0,1,95,88
46,46,88,82
1,0,90,91
0,1,76,91
0,1,84,81
0,1,87,69
0,1,99,63
0,1,83,90
1,0,78,89
0,1,84,82
0,2,85,91
1,0,75,92
0,1,85,92
34,45,77,91
3,0,86,83
1,0,89,89
0,1,87,103
0,3,77,104
38,60,83,101
46,38,96,82
1,0,88,60
1,0,75,87
1,0,86,80
22,2,99,86
1,0,89,80
2,0,68,76
36,44,66,93
1,0,90,79
0,1,75,87
1,0,79,92
1,0,94,73
0,9,94,81
0,2,84,91
0,2,66,71
45,42,82,77
0,1,87,97
18,37,89,95
0,1,77,66
1,0,75,95
21,2,74,74
1,0,71,91
1,0,83,69
0,2,87,77
42,42,73,84
0,2,82,90
1,0,82,87
23,37,63,81
0,1,97,80
0,1,82,93
2,0,81,78
0,1,90,84
0,1,100,80
1,0,82,96
5,26,80,73
0,1,73,90
0,1,80,79
0,1,89,86
1,0,73,86
46,34,78,85
3,19,78,103
1,0,91,87
50,47,96,90
0,11,90,98
2,2,75,83
2,0,86,84
0,1,94,88
41,42,82,89
1,0,68,85
1,0,98,93
0,1,80,85
0,2,77,71
0,12,99,73
45,42,93,90
5,0,87,90
0,1,85,96
0,1,86,81
6,3,76,83
0,1,83,66
0,1,83,91
1,0,87,102
3,0,86,97
2,0,105,73
1,0,89,77
0,1,99,66
1,0,73,78
1,0,86,88
1,0,89,87
0,1,83,90
0,1,93,78
36,39,85,70
3,0,75,72
2,0,86,76
0,1,73,86
15,33,101,74
1,0,85,82
42,38,91,74
24,8,76,81
2,0,80,86
1,0,89,71
1,0,66,69
1,0,69,90
26,30,86,63
1,0,101,85
0,3,86,83
0,1,106,78
44,43,84,82
0,2,85,76
0,4,92,90
33,45,74,90
31,39,78,84
1,0,94,101
2,2,86,83
3,26,78,77
1,0,73,69
4,0,55,90
4,5,74,88
1,0,81,86
1,0,87,89
2,0,96,82
0,4,94,84
2,0,81,87
3,0,75,82
3,0,79,72
3,0,79,81
5,0,68,76
0,1,94,101
51,46,84,82
0,1,83,92
1,0,96,71
5,33,68,84
0,1,86,85
0,1,113,95
1,0,94,76
1,0,72,80
3,0,90,56
3,0,86,71
0,1,81,70
0,1,79,82
0,1,73,82
1,0,68,89
2,0,77,88
0,1,82,80
1,0,77,91
0,1,75,77
1,0,76,79
0,1,81,93
0,1,75,95
2,0,73,77
1,0,77,82
1,0,91,100
0,1,82,86
0,11,85,73
2,0,81,99
40,43,88,80
0,1,95,87
1,0,92,90
7,1,79,90
0,1,69,78
0,1,76,93
0,1,90,86
37,38,85,76
1,0,69,97
0,2,78,73
0,3,94,85
3,0,93,91
10,0,90,85
1,0,77,87
1,0,94,69
1,0,73,75
1,0,95,90
0,1,80,75
1,0,80,65
1,0,81,54
1,0,73,85
0,1,71,83
1,0,70,94
5,0,85,68
0,1,86,83
2,0,77,74
1,0,88,79
1,0,89,80
0,2,87,73
0,1,70,76
0,1,77,83
1,0,82,81
0,1,69,74
1,0,74,80
1,0,87,71
1,0,88,79
1,0,79,98
0,3,92,67
1,0,88,66
1,0,88,80
1,0,95,76
0,27,89,90
1,0,76,84
3,0,94,70
0,1,95,82
0,2,88,81
3,0,79,88
1,0,75,81
6,0,85,90
0,1,83,77
49,45,90,83
1,0,108,89
21,40,99,90
4,0,82,68
1,0,91,88
54,43,95,84
1,0,86,80
0,1,83,96
4,4,83,94
3,26,79,96
0,23,68,85
1,0,82,82
1,0,79,81
0,16,80,79
1,0,89,101
1,0,70,97
1,0,73,90
48,43,85,83
0,1,78,79
45,43,86,81
1,0,90,75
0,1,97,82
34,49,86,87
0,1,102,94
0,1,74,93
3,0,80,71
1,0,93,73
1,0,79,66
0,1,72,81
1,0,75,92
27,54,74,95
1,1,74,83
8,0,83,97
1,0,77,84
11,39,74,93
2,0,76,81
1,0,94,79
0,1,91,94
4,2,80,82
43,40,95,92
3,0,87,101
0,3,81,64
42,52,72,94
1,0,80,96
0,1,100,84
4,27,96,84
2,1,62,69
1,0,78,89
0,2,64,97
38,38,89,91
0,1,85,82
0,2,79,81
1,0,77,63
51,51,95,86
0,17,89,71
1,0,95,80
0,2,74,86
0,3,93,84
43,44,73,77
0,1,92,97
2,0,83,91
0,2,73,69
0,1,79,94
0,16,97,100
1,0,87,92
3,0,85,73
0,1,79,87
0,2,93,86
4,0,95,94
1,0,91,91
0,1,87,89
1,0,82,96
0,1,74,79
6,0,76,83
0,3,87,96
1,0,88,81
1,0,85,74
1,0,90,74
1,0,68,79
1,0,87,73
1,0,87,88
1,0,92,82
1,0,90,83
0,15,80,78
2,0,98,79
2,0,74,81
1,0,73,93
47,36,94,84
1,0,94,84
1,0,80,83
1,0,72,93
3,0,80,78
2,0,85,85
1,0,95,74
1,0,71,77
5,0,82,95
48,40,83,76
1,0,73,80
3,0,66,91
0,1,100,98
0,1,81,78
0,1,92,93
0,9,81,80
1,0,73,80
1,0,94,80
0,4,75,88
0,8,84,68
1,0,81,85
0,1,99,81
2,0,80,75
47,35,92,70
0,16,70,72
0,3,77,75
10,40,78,91
1,0,77,88
0,1,99,97
12,47,93,88
4,0,96,65
12,9,86,73
1,0,86,78
3,0,74,80
0,6,83,90
0,9,61,76
0,3,102,82
2,0,97,78
1,0,81,88
3,0,79,64
0,2,68,102
0,6,81,101
1,0,95,74
8,0,76,84
35,32,83,68
0,1,84,86
0,8,84,97
0,1,78,69
1,0,87,88
0,1,89,89
27,37,72,62
0,2,101,80
2,0,92,84
1,0,81,83
1,0,74,78
1,0,72,78
1,0,86,82
2,0,92,82
3,0,82,74
31,43,72,84
2,0,103,72
0,1,74,78
3,0,89,91
0,1,93,96
2,2,85,91
3,0,88,85
0,8,90,102
1,0,75,74
3,30,75,86
0,11,75,84
0,1,69,82
0,3,61,80
0,1,88,79
1,0,63,93
0,1,84,81
4,0,76,82
36,30,75,67
0,15,92,80
3,0,78,95
5,0,98,99
1,0,72,76
3,0,85,81
0,1,83,64
1,0,81,85
2,0,102,82
52,46,81,92
1,0,79,83
1,0,62,74
5,0,83,81
0,19,79,99
2,0,88,85
0,1,84,87
8,2,82,71
1,0,94,78
0,3,73,64
2,0,64,74
1,0,75,84
50,42,82,69
1,0,83,62
2,0,89,79
2,0,80,85
2,0,82,104
3,0,72,77
0,1,75,84
1,1,75,86
1,0,101,80
0,1,98,78
37,53,65,94
0,1,78,89
1,0,64,82
1,0,69,83
50,43,76,84
1,0,84,91
1,1,87,84
0,1,77,69
34,39,87,69
0,16,100,98
0,1,85,82
1,0,98,84
1,0,81,67
1,0,85,95
0,3,67,67
2,0,73,81
7,0,76,86
1,0,82,77
0,2,74,79
3,0,92,69
1,0,102,97
0,1,80,84
0,1,72,86
2,0,96,79
2,0,71,80
1,0,92,79
0,1,67,108
19,4,99,86
0,1,81,88
0,23,79,72
1,0,92,71
1,0,76,90
0,3,85,66
4,0,80,88
0,18,88,79
0,1,78,82
0,2,89,85
47,36,91,71
0,17,84,76
2,0,79,81
2,0,62,69
0,1,87,83
1,0,84,81
2,0,73,66
1,0,89,92
0,1,77,74
4,5,72,99
1,0,90,78
0,24,89,81
1,0,77,77
1,0,64,76
3,0,82,95
0,2,70,95
1,0,69,94
15,0,97,83
1,0,72,85
2,0,79,85
1,0,94,75
0,22,96,77
0,1,99,77
1,0,81,72
11,36,74,72
1,0,86,91
2,0,79,74
0,15,90,86
3,0,78,74
0,1,89,93
1,0,86,72
0,1,89,74
1,0,73,78
0,21,80,88
0,1,77,68
1,0,85,77
0,1,81,84
6,0,71,85
1,0,107,66
1,30,73,73
0,2,87,80
1,0,73,92
0,2,84,69
1,0,82,69
3,0,83,79
2,0,79,90
48,31,86,60
4,0,75,89
0,3,84,79
0,12,81,88
43,36,88,84
35,48,83,91
2,0,71,77
1,0,103,81
1,0,75,100
18,41,83,91
1,0,76,73
0,1,73,87
45,35,93,89
3,0,104,90
0,1,79,88
1,0,84,78
1,0,93,89
0,3,78,77
1,0,94,75
27,3,98,76
2,0,96,82
7,0,86,60
1,0,76,94
6,0,75,89
1,0,110,77
0,1,84,89
4,0,78,98
1,0,83,76
45,27,91,53
1,0,76,98
2,0,94,87
1,0,87,87
34,38,74,72
1,0,99,81
2,0,80,74
1,0,99,86
0,2,79,92
2,0,70,80
1,0,81,72
0,1,95,77
0,11,83,93
0,3,81,89
0,9,79,75
22,0,75,74
0,1,82,81
1,0,96,117
0,1,77,92
1,0,78,80
0,1,73,77
1,0,101,95
42,42,83,87
0,1,67,101
40,33,79,69
0,1,99,74
2,0,102,69
2,0,84,79
0,1,72,69
1,0,92,95
1,0,81,67
1,0,78,96
11,0,77,73
0,1,89,97
0,4,78,82
0,7,74,76
45,51,94,89
3,0,91,89
1,0,91,96
2,0,93,75
1,0,92,80
1,0,81,75
2,0,69,81
0,1,83,86
35,46,74,86
3,0,92,76
3,1,86,89
1,0,90,97
0,1,91,91
1,0,75,71
0,2,83,102
2,0,78,95
1,0,68,91
1,0,68,76
1,0,70,81
2,0,87,71
0,1,71,71
0,1,85,76
0,1,92,103
0,1,83,91
1,0,82,82
0,1,93,107
0,4,101,99
0,1,79,78
1,23,58,89
0,1,90,70
0,3,84,87
1,0,84,74
0,1,76,73
0,1,75,95
1,0,81,89
1,0,95,74
1,0,82,86
1,0,89,77
1,0,79,86
0,16,88,91
0,17,93,84
1,0,75,80
0,1,87,86
1,0,80,100
0,2,88,85
1,0,85,77
3,0,75,89
0,1,73,89
0,2,74,86
4,0,79,84
1,0,86,95
2,0,81,88
2,0,90,95
1,0,80,73
62,44,100,82
1,0,79,60
0,1,100,84
0,1,88,78
6,0,73,89
2,0,72,72
0,1,85,85
0,1,96,84
1,0,96,68
1,0,74,79
2,5,92,89
41,39,81,78
1,0,91,75
1,0,82,91
0,8,88,89
6,0,87,99
3,0,84,82
1,0,79,87
1,0,90,99
2,0,64,88
1,0,82,83
3,0,69,76
0,10,67,96
0,1,78,94
1,0,78,70
1,0,89,102
35,37,74,89
4,0,75,64
11,47,79,92
7,6,80,93
1,0,90,88
0,1,66,94
0,2,90,78
2,0,89,80
2,0,76,73
1,0,93,87
50,45,99,86
0,1,87,77
2,0,84,74
0,21,103,87
1,0,78,87
2,0,76,94
0,1,76,81
1,0,62,84
1,0,74,77
0,5,75,86
9,0,79,80
1,0,83,96
2,0,101,77
1,0,77,73
37,42,91,91
1,0,85,85
1,0,91,74
1,0,75,84
0,2,73,76
0,2,79,91
8,0,86,68
0,2,67,91
0,2,86,87
0,28,84,87
1,0,90,88
0,15,81,94
2,0,82,96
0,2,87,89
1,0,88,100
0,1,86,90
1,0,69,89
0,1,78,104
0,31,79,110
0,14,94,86
3,0,92,84
1,0,89,73
0,1,83,80
0,1,91,83
43,39,83,78
2,0,79,81
0,1,75,77
0,16,73,102
0,2,93,93
2,0,76,86
0,3,87,107
50,47,89,87
1,0,82,80
1,0,94,93
2,0,78,85
2,0,84,81
1,0,75,87
16,4,88,93
1,0,76,84
1,0,87,83
1,0,78,83
4,0,84,86
1,0,77,97
1,0,95,98
0,1,76,87
2,0,71,88
1,0,78,73
2,0,74,87
35,45,70,87
1,0,88,76
1,0,87,86
1,0,78,91
3,0,83,81
2,0,65,87
1,0,84,76
0,15,78,88
0,1,101,92
1,0,81,77
1,0,79,72
1,0,82,115
2,0,77,72
40,42,79,86
1,0,102,71
0,1,89,90
0,2,87,82
1,0,92,90
46,51,83,85
2,0,92,86
0,1,90,86
1,0,71,84
1,0,80,86
0,1,98,74
1,0,92,78
0,1,90,75
1,0,82,99
0,1,81,82
1,0,77,97
2,0,84,79
0,14,71,100
1,0,87,68
1,0,101,94
0,4,92,81
0,21,93,73
0,1,100,74
0,1,81,84
2,0,81,65
1,0,68,85
1,0,89,73
1,0,84,83
2,0,79,80
1,0,78,72
0,2,79,96
1,0,93,73
1,0,84,84
0,1,101,94
1,0,93,79
0,1,79,82
0,1,87,81
0,1,86,88
0,1,82,89
0,1,93,84
0,1,96,102
1,0,74,64
1,0,89,79
43,35,81,80
0,1,86,75
1,0,95,69
0,2,85,88
1,0,77,86
0,11,88,76
1,0,67,95
1,0,92,77
0,2,89,73
0,1,92,80
0,1,81,65
2,0,78,73
38,40,62,77
1,0,91,89
0,2,75,75
1,0,85,69
2,0,74,70
4,0,88,79
0,1,87,80
4,0,87,91
44,40,90,79
1,0,82,73
0,1,90,79
0,1,81,75
28,43,80,79
44,41,84,81
1,0,85,88
0,1,87,67
9,0,96,79
1,0,82,89
1,0,74,95
4,0,94,80
4,0,85,76
0,1,82,77
1,0,93,79
1,0,90,85
0,1,70,79
3,0,90,76
1,0,84,94
0,2,74,85
0,2,94,83
0,1,89,82
50,37,91,65
0,2,79,81
1,0,92,76
0,1,93,99
4,0,82,76
32,3,90,90
0,1,74,83
0,1,66,98
2,0,92,88
4,0,74,89
0,9,64,87
1,0,88,66
1,0,81,86
0,1,89,93
1,0,79,80
1,0,67,76
2,0,74,85
1,0,77,81
0,12,81,93
0,3,84,64
1,0,101,96
43,49,89,87
1,0,87,83
10,4,75,75
0,1,73,88
0,2,74,90
1,0,82,83
4,0,90,93
1,0,91,87
1,0,78,72
0,1,88,88
0,19,79,73
1,2,63,82
3,0,92,93
28,4,88,74
0,1,91,69
1,0,81,69
0,1,74,81
1,0,88,85
1,0,100,99
1,0,86,86
1,0,63,84
14,40,88,86
2,0,90,88
40,39,70,75
0,2,84,82
1,0,96,90
0,29,71,85
1,0,85,76
1,0,75,83
0,3,78,80
0,1,77,85
5,0,81,75
1,0,65,71
8,0,89,83
1,0,89,94
1,0,102,90
1,0,82,95
1,0,85,70
0,1,84,81
6,0,91,80
2,0,76,86
1,0,78,80
7,0,81,91
1,0,82,73
4,0,81,98
2,0,68,86
1,0,83,81
0,1,65,82
0,2,87,83
0,14,85,81
45,59,87,97
1,0,68,83
2,0,97,71
0,1,91,80
1,0,79,83
1,0,74,81
1,0,67,79
1,0,77,86
1,0,82,86
3,0,79,76
0,4,76,83
25,4,87,85
1,0,67,93
1,0,84,83
1,0,86,76
2,0,76,74
0,1,101,85
5,0,97,86
7,0,81,92
2,0,92,69
2,0,77,95
0,1,79,96
1,0,88,97
1,2,85,79
4,0,97,77
1,0,86,54
1,0,78,81
1,0,88,90
1,0,66,81
0,1,85,97
1,0,76,81
31,45,86,87
1,0,73,77
0,5,86,88
0,2,86,60
0,1,90,92
0,1,95,109
0,11,73,89
0,2,76,96
0,1,82,82
7,19,92,88
2,0,97,75
1,0,75,74
0,1,89,70
2,0,96,79
2,0,84,95
0,4,82,88
0,1,79,87
4,3,90,79
0,9,89,85
0,1,75,92
3,0,68,75
53,39,88,93
1,0,84,97
1,0,73,77
1,0,71,85
0,3,88,77
1,0,82,85
2,0,75,87
1,0,70,100
0,1,90,70
1,0,67,81
0,1,75,86
1,0,72,79
2,0,69,81
0,3,77,79
4,0,63,75
5,0,92,91
11,0,86,84
2,0,88,80
1,0,80,87
1,0,87,65
0,2,77,92
0,1,72,103
0,1,71,75
3,0,76,95
0,2,82,86
0,3,80,75
4,0,85,89
1,0,72,78
1,0,92,93
0,3,90,83
0,1,80,78
1,0,89,101
1,0,95,76
1,0,79,70
3,0,83,78
2,0,86,77
1,0,86,94
0,1,81,95
0,1,72,78
1,0,91,76
1,0,94,70
0,2,81,97
0,1,72,73
1,0,82,77
1,0,68,90
0,1,81,79
0,2,77,88
3,0,79,85
0,1,95,91
1,0,97,80
1,0,88,90
0,1,88,79
4,0,86,85
1,0,90,90
0,1,95,94
2,0,75,87
3,2,83,77
1,0,88,83
0,6,85,84
1,0,66,68
2,0,96,83
0,2,58,82
1,0,85,69
1,0,81,82
19,3,82,91
0,1,91,79
1,0,76,81
1,0,77,74
47,41,81,82
0,2,74,87
1,0,87,84
1,0,80,70
1,0,90,78
0,5,71,55
0,1,76,85
0,1,84,83
5,0,83,78
1,0,91,76
0,2,74,95
0,1,81,79
0,9,66,83
1,0,99,84
1,0,84,71
0,11,52,75
0,1,79,72
0,1,65,89
0,1,90,82
3,0,92,84
1,0,88,89
0,3,79,69
2,0,87,78
3,0,80,92
0,2,64,87
0,1,81,81
1,0,72,76
1,0,82,73
1,0,66,86
0,1,82,84
1,0,90,91
0,1,62,76
14,25,107,61
19,32,96,91
1,0,98,89
1,0,98,89
1,0,95,93
1,0,79,74
1,0,83,80
1,0,95,89
2,0,88,65
0,1,80,87
0,1,80,90
0,3,78,93
46,49,85,79
0,1,71,90
1,0,66,80
2,0,84,84
1,0,93,82
1,0,84,80
0,32,90,98
5,26,94,81
0,2,82,83
0,2,88,84
1,0,83,82
51,44,95,83
0,5,82,72
0,1,89,85
0,1,78,84
1,0,76,88
5,0,81,85
6,0,88,95
4,0,105,83
0,1,94,79
0,1,70,93
0,24,95,96
0,2,76,77
0,1,90,99
0,1,75,77
0,1,82,81
0,18,77,82
0,1,89,73
1,0,88,89
2,0,68,96
2,0,91,82
1,0,79,89
0,2,81,90
3,0,72,80
1,0,95,69
0,1,86,75
1,0,77,82
1,0,92,87
2,0,86,84
0,1,88,77
46,43,95,81
0,1,73,79
2,0,72,88
0,1,82,90
1,0,83,79
1,0,80,85
0,1,75,107
0,1,88,84
0,1,60,89
0,1,77,74
0,1,70,76
0,1,88,81
3,0,95,66
7,0,88,68
0,1,75,77
1,0,87,92
1,0,89,83
1,0,94,75
1,0,90,81
42,38,80,80
0,18,89,85
0,1,82,77
0,1,74,71
39,43,73,87
1,0,90,75
1,0,83,82
0,1,78,82
1,0,79,90
0,1,91,93
0,1,83,84
1,0,64,84
